_id,chapter,question,answer,bookmark,bookinAll,bookTime,rese
684,8,Hemoglobin: ,"Found on the surface of red blood cells, hemoglobin is responsible for picking up the majority of oxygen in the blood;  mostly made up of complex proteins",0,0,,
685,8,Hypoxic: ,Lacking oxygen,0,0,,
686,8,Indications of inadequate ventilations:,"Gastric distention, Chest does not rise and fall with artificial ventilations, The heart rate does not return to normal, Color does not improve",0,0,,
687,8,Intercostal muscles: ,Muscles located between the ribs that move and assist with breathing ,0,0,,
688,8,Intercostal:,Between the ribs ,0,0,,
689,8,Internal respiration: ,The gas exchange process that occurs between the cells and the systemic capillaries,0,0,,
690,8,Jaw thrust:,A method of opening the airway by displacing the jaw forward;  used instead of the head-tilt chin-lift in patients with spinal trauma,0,0,,
691,8,Larynx: ,"The voice box, or vocal cords, consisting of bands of cartilage that vibrate when a person speaks",0,0,,
692,8,Nasogastric tube:,Tube inserted into the nose and down into the stomach to suction possible toxins and or administer medications directly into the stomach,0,0,,
693,8,Nasopharyngeal Airway:,An airway device inserted into the nose and nasopharynx,0,0,,
694,8,Nasopharynx: ,The part of the pharynx behind the nose ,0,0,,
695,8,Oropharyngeal airway:,"A specific type of oral airway, shaped like the letter J and inserted into the mouth to hold the tongue down",0,0,,
696,8,Oropharynx: ,The part of the pharynx behind the mouth,0,0,,
697,8,Patent airway: ,An open and secure airway,0,0,,
698,8,Pharynx: ,The part of the airway behind the nose and mouth divided into two regions: the naso and oropharynx,0,0,,
699,8,Pleura: ,Covering of the lungs,0,0,,
700,8,Pleural space:,Space between the outer walls of the lungs,0,0,,
701,8,Pleuritis:,The inflammation of the pleura,0,0,,
702,8,Pneumothorax:,Collapse of the lung caused by air build-up in the chest,0,0,,
703,8,Pulmonary edema:,Fluid in the lungs,0,0,,
704,8,Pulmonary Embolism:,"Blockage in the circulatory system of the lungs;  could be caused by a fat particle, bone piece, blood clot, or foreign object",0,0,,
705,8,Pulse oximerty: ,Measurement of oxygen saturation in the bloodstream;  measured by the infrared signature of the red blood cells,0,0,,
706,8,Respiration: ,Inhaling air into the lungs for the metabolic process,0,0,,
707,8,Respiratory arrest: ,Absence of spontaneous respirations,0,0,,
708,8,Respiratory failure. ,Inability of the body to bring in adequate oxygen for the metabolic process,0,0,,
709,8,Serous fluid: ,Fluid that acts as a lubricant to reduce friction when the layers of the pleura rub against each other during breathing,0,0,,
710,8,Signs of adequate ventilation:,"Good chest rise and fall, Heart rate returns to normal, Skin color improves",0,0,,
711,8,Signs of inadequate breathing in a patient:,"Difficulty breathing; Rate too fast, too slow, or irregular, Diminished or absent breath sounds, Unequal or inadequate chest expansion; Increased effort, cyanosis; Noisy respirations; A patient in the tripod position; Change in the level of responsiveness",0,0,,
712,8,Signs of inadequate ventilation:,"Poor chest rise and fall, The belly begins to distend, Heart rate does not change, Cyanosis is present or gets worse",0,0,,
713,8,Signs of mild hypoxia:,"Tachypnea; Dyspnea; Pale, cool, clammy skin; Tachycardia; Elevated blood pressure; Restlessness and agitation; Disorientation and confusion ",0,0,,
714,8,Signs of severe hypoxia:,"Tachypnea, Dyspnea, Cyanosis, Tachycardia that can lead to dysryhthmias, Confusion, Loss of coordination, Sleepy appearance, Altered mental status",0,0,,
715,8,Snoring: ,Sound made by a partial obstruction of the upper airway;  usually caused by the tongue,0,0,,
716,8,Stridor: ,High-pitched wheezing sound indicating upper airway swelling or obstruction,0,0,,
717,8,Subcutaneous emphysema: ,Trapped air under the skin,0,0,,
718,8,Sucking chest wound: ,"Open wound that extends into the lung cavity, causing deflation of the lung and resulting in a pneumothorax",0,0,,
719,8,Suction time: ,No more than 15 seconds in an adult,0,0,,
720,8,Tachypnea: ,"Sustained, fast respiratory rate in excess of 20 breaths per minute",0,0,,
721,8,Tachypnic: ,Rapid breathing ,0,0,,
722,8,Tension Pneumothorax: ,"Condition caused by the collapse of a lung, in which the organs in the chest begin to shift into the space vacated by the collapsed lung",0,0,,
723,8,Tidal volume: ,The amount of air that a person takes in and out per breath ,0,0,,
724,8,Tidal volume: ,The amount of air inhaled in a normal respiratory effort,0,0,,
725,8,Trachea: ,"The windpipe, and passageway for air from the pharynx to the lungs ",0,0,,
726,8,Tracheostomy:,"Surgical opening in the neck, enabling a patient with an occluded airway to breathe",0,0,,
727,8,Ventilation rates for adult and pediatric patients:,Adult: 1 every 5 seconds = 12 times a minute.  Pedi: 1 every 3 seconds = 20 times a minute.,0,0,,
728,8,Ventilation: ,The passage of air in and out of the lungs,0,0,,
729,8,Ways to assess breathing in a patient: ,"Look: observe for adequate rise and fall, retractions.  Listen: how does the breathing sound? can the patient speak?  Feel: feel the air coming out of the patient, feel the chest wall rise and fall.  Auscultate: listen to the breath sounds coming in and out of the lungs.",0,0,,
730,9,Abdominal aorta:,"The descending portion of the aorta, which branches off into specific organ’s main artery systems and eventually branches into the two femoral arteries ",0,0,,
731,9,Absence seizure:,"Most common in children and are characterized by a blank stare, beginning and ending abruptly, and lasting only a few seconds. Also known as a petit mal seizure. ",0,0,,
732,9,Absorbed toxin: ,A toxin that enters the body through the skin ,0,0,,
733,9,Action: ,The effect that a medication has on the body,0,0,,
734,9,Activated charcoal: ,"A fine, black powder that is designed to adsorb or bind an ingested poison to the charcoal;  usually only effective if administered within 1 hour of ingestion;  typically administered in 50 gram doses",0,0,,
735,9,Active rewarming:,The technique of applying external heat sources to a patient to rewarm the body ,0,0,,
736,9,Acute abdomen: ,"A rapid onset of sharp, severe abdominal pain;  a number of causes can lead to an acute abdomen",0,0,,
737,9,Administration route: ,The way medication is administered to the patient,0,0,,
738,9,Adrenaline: ,Epinephrine ,0,0,,
739,9,Agitated delirium: ,"A mental and physiological state of arousal, usually characterized by extreme strength and endurance, tolerance to pain, hostility, and hyperactive behavior;  also termed “excited delirium” ",0,0,,
740,9,Allergen: ,Substance that causes an allergic response ,0,0,,
741,9,Anaphylaxis: ,A severe allergic reaction,0,0,,
742,9,Antidote: ,A substance that neutralizes the effects of a poison or a toxic substance,0,0,,
743,9,Antigen:,A foreign substance within the body. Some can cause allergic reactions and those are called allergens ,0,0,,
744,9,Anxiety: ,"A state of painful uneasiness;  can be called a panic attack;  signs and symptoms: hyperventilation, dizziness, tingling in the mouth or fingers, and spasms of the hands and feet ",0,0,,
745,9,Appendicitis: ,"Inflammation of the appendix, usually from blockage;  common symptoms are cramping and sharp pain in the lower right hand quadrant of the abdomen",0,0,,
746,9,Aspirin: ,Causes the body’s clotting mechanism to be slowed down by not allowing platelets to aggregate;  typically given to patients with non-traumatic chest pain,0,0,,
747,9,Aura:,An unusual sensation that may precede a seizure episode by hours or only a few seconds ,0,0,,
748,9,Bipolar disorder: ,A mental disorder in which a person has extreme mood swings;  also termed manic-depression,0,0,,
749,9,Bipolar disorder: ,Wide swings between depression and elation; also known as manic depressive disorder,0,0,,
750,9,Causes of altered mental status: ,"Low blood sugar, Seizure, Poisoning, Intoxication, Infection, Trauma, Hypo perfusion, and Hypo/Hyperthermia. ",0,0,,
751,9,Causes of seizures: ,"Fever, Infections, Poisoning, Intoxication, Hypoglycemia, Trauma, Hypo perfusion, and Epilepsy. ",0,0,,
752,9,Chemical name: ,"The chemical name describes the drug’s chemical structure;  usually, the first name associated with the drug",0,0,,
753,9,Cholecystitis:,"Inflammation of the gallbladder;  usually, symptoms include severe pain located from the middle of the upper quadrants to the right upper quadrant area;  frequently the result of a gall stone ",0,0,,
754,9,Clonic phase of a seizure:,"Muscle spasms alternate with relaxation, producing the typical violent and jerky seizure activity of the clonic phase ",0,0,,
755,9,CNS depressants: ,"Substances that inhibit or decrease central nervous system functions;  also called “downers”. Examples: Heroine, Alcohol, Antihistamines, Methadone, Opium ",0,0,,
756,9,CNS stimulants: ,"Substances that excite or increase central nervous system functions;  can be called “uppers”. Examples: Ephedrine, Nicotine, Meth, Amphetamines, and Cocaine ",0,0,,
757,9,Coma: ,"An unconscious state in which a person cannot respond to any stimulus, including pain",0,0,,
758,9,Complex partial seizure: ,"The patient will remain awake; however, he will not be aware of his surroundings. Symptoms can involve a blank stare, lip smacking, or chewing;   lasts only 1 to 2 minutes;  also known as a psychomotor or temporal lobe seizure. ",0,0,,
759,9,Conduction: ,The transfer of heat directly from one object to another. ,0,0,,
760,9,Contraindication: ,A situation in which a medication should not be used ,0,0,,
761,9,Convection: ,The transfer of heat to moving air or liquid ,0,0,,
762,9,Convulsions:,Sudden jerky muscle movements associated with a seizure,0,0,,
763,9,Criteria for administering an auto injector: ,Assessment findings indicate that the patient is having a severe allergic reaction.  The medication has been prescribed to the patient.  Medical direction authorizes its use.  ,0,0,,
764,9,Depression: ,"A deep feeling of discouragement, sadness, and worthlessness",0,0,,
765,9,Diabetes mellitus (DM): ,"The disease of altered relationship between glucose and insulin in the body, caused by a defective pancreas",0,0,,
766,9,Diabetes mellitus: ,"A condition in which the body does not produce enough insulin, making it difficult to break down sugar into usable forms of energy",0,0,,
767,9,Diabetic ketoacidosis (DKA):,"Hyperglycemia with low-to-absent insulin level, resulting in dehydration and a buildup of acid",0,0,,
768,9,Dialysate:,A special fluid used for dialysis,0,0,,
769,9,Dialysis:,An artificial process used to remove water and waste substances from the blood;  used for people with kidney dysfunction or failure,0,0,,
770,9,Dose of activated charcoal: ,50 Grams ,0,0,,
771,9,Dysbarism: ,The medical condition that results from pressure changes that occur when a person descends in water or ascends in altitude ,0,0,,
772,9,Dysmenorrhea:,Severe pain or cramps during menstruation ,0,0,,
773,9,Embolic stroke:,"An ischemic stroke caused by the blockage of a blood vessel from a foreign particle of fat, clot, plaque, or air bubble",0,0,,
